app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
"skydrive-uploading","general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
skype,collaboration,"voip-video","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
"skype-probe",collaboration,"voip-video","peer-to-peer",2,yes,no,no,no,no,no,yes,yes,no,"udp/dynamic"
skytap,networking,infrastructure,"browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
slack,collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
slacker,media,"audio-streaming","browser-based",2,no,yes,no,no,yes,no,no,no,no,"tcp/80,443"
sliderocket,"business-systems","office-programs","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"slideshare-base","general-internet","file-sharing","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"slideshare-uploading","general-internet","file-sharing","browser-based",3,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
sling,media,"photo-video","client-server",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80,5001"
slp,networking,infrastructure,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"udp/427|tcp/427"
sm,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"smart-bridgit",collaboration,"internet-conferencing","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/80,9933|udp/9901-9920"
"smartsheet-base",collaboration,"social-business","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
"smartsheet-uploading","general-internet","file-sharing","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
smilebox,media,"photo-video","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443"
smp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
smtp,collaboration,email,"client-server",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/25,587"
smugmug,media,"photo-video","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
snapchat,collaboration,"instant-messaging","client-server",2,no,no,no,yes,no,no,yes,yes,no,"tcp/80,443"
snapfish,media,"photo-video","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
snapmirror,"business-systems","storage-backup","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/10566,11104,11105"
"snmp-base",networking,infrastructure,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/161|udp/161"
"snmp-trap",networking,infrastructure,"client-server",3,no,no,yes,no,yes,no,no,yes,no,"tcp/162|udp/162"
snmpv1,networking,infrastructure,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/161|udp/161"
snmpv2,networking,infrastructure,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/161|udp/161"
snmpv3,networking,infrastructure,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/161|udp/161"
snp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
snpp,"general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/444"
soap,"business-systems","general-business","client-server",2,yes,no,no,no,no,yes,no,yes,no,"tcp/80,443"
"socialtext-editing",collaboration,"web-posting","browser-based",2,no,no,no,yes,no,no,yes,yes,no,"tcp/80"
socialcam,media,"photo-video","client-server",2,no,yes,no,yes,no,no,no,yes,yes,"tcp/80,443"
socialtv,media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
socks,networking,proxy,"network-protocol",5,yes,no,yes,yes,no,yes,yes,yes,no,"tcp/1080"
socks2http,networking,proxy,"network-protocol",5,yes,no,yes,yes,no,yes,yes,yes,no,"tcp/80,443"
"softros-messenger-base",collaboration,"instant-messaging","peer-to-peer",1,no,no,no,no,no,no,no,no,no,"tcp/19771|udp/dynamic"
"softros-messenger-file-transfer","general-internet","file-sharing","peer-to-peer",1,no,no,no,yes,no,no,no,no,no,"tcp/19880"
"sohu-video",media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80|udp/dynamic"
solvequotes,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/7658"
sopcast,media,"photo-video","peer-to-peer",5,yes,yes,no,yes,yes,yes,yes,yes,no,"tcp/dynamic|udp/dynamic"
"sophos-live-protection","business-systems","software-update","client-server",2,yes,no,no,no,yes,no,no,no,no,"tcp/443|tcp/80|udp/53"
"sophos-rms","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/8192,8194"
"sophos-update","business-systems","software-update","client-server",1,yes,no,no,no,no,no,no,no,no,"tcp/80, 139"
soribada,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/80"
sosbackup,"business-systems","storage-backup","client-server",4,yes,yes,no,yes,yes,no,yes,yes,yes,"tcp/80,443"
"soti-mobicontrol","business-systems",management,"client-server",1,no,no,no,no,no,yes,no,no,no,"tcp/5494,5495"
soulseek,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/2230-2250"
"soundcloud-base",media,"audio-streaming","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/80,443"
"soundcloud-uploading",media,"audio-streaming","client-server",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80,443"
"source-engine",media,gaming,"client-server",4,no,yes,yes,no,yes,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
"sourcefire-fireamp","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
"sourceforge-base","general-internet","file-sharing","client-server",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443,9418,3690"
"sourceforge-file-transfer","general-internet","file-sharing","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
spamfighter,"general-internet","internet-utility","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,2409,5000|udp/2409"
spark,collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80"
"spark-im-base",collaboration,"instant-messaging","client-server",1,no,no,no,no,no,yes,no,no,no,"tcp/5222,5223"
"spark-im-file-transfer",collaboration,"instant-messaging","peer-to-peer",2,no,no,no,yes,no,yes,no,no,no,"tcp/5222,5223,7777"
speedtest,"general-internet","internet-utility","browser-based",2,no,no,no,no,yes,yes,no,yes,no,"tcp/80,8080"
speedvpn,networking,"encrypted-tunnel","client-server",1,no,no,no,no,no,no,no,no,no,"udp/dynamic"
spideroak,"business-systems","storage-backup","client-server",3,yes,yes,no,yes,no,no,no,no,yes,"tcp/443,80"
spirent,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
"splashtop-remote",networking,"remote-access","client-server",1,no,no,no,no,no,no,yes,no,no,"tcp/80,443,6783,6784,6785"
splunk,"business-systems",management,"client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/8000,8089,9997,9998"
spotflux,networking,"encrypted-tunnel","client-server",3,yes,no,no,yes,no,yes,no,no,no,"tcp/443|udp/443"
spotify,media,"audio-streaming","client-server",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,dynamic|udp/57621"
spotnet,"general-internet","internet-utility","client-server",4,no,no,yes,yes,yes,no,yes,no,no,"tcp/119"
springcm,collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"sprite-rpc",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
sps,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
square,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/443"
squirrelmail,collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
srp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
srvdir,"general-internet","internet-utility","client-server",2,no,no,no,no,yes,no,yes,no,no,"tcp/443"
sscopmce,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ssdp,networking,infrastructure,"peer-to-peer",1,no,no,no,no,no,no,no,no,no,"tcp/1900|udp/1900"
ssh,networking,"encrypted-tunnel","client-server",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/22"
"ssh-tunnel",networking,"encrypted-tunnel","client-server",5,yes,no,no,yes,yes,yes,yes,yes,no,"tcp/22"
ssl,networking,"encrypted-tunnel","browser-based",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/443"
st,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
stagevu,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80"
starcraft,media,gaming,"client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/1119|udp/dynamic"
stealthnet,"general-internet","file-sharing","peer-to-peer",4,no,yes,no,yes,yes,no,yes,yes,no,"tcp/80,6097"
steam,media,gaming,"client-server",3,no,yes,yes,no,yes,no,no,yes,no,"tcp/80,443,27014-27050|udp/3748,4379-4380,27000-27036"
steekr,"general-internet","file-sharing","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,
"steganos-vpn",networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,yes,yes,no,no,no,"tcp/443|tcp/80|udp/1194"
stickam,collaboration,"voip-video","browser-based",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/80,1935"
stockstar,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,8080,8888"
"stocktwits-base",collaboration,"social-networking","browser-based",2,no,no,no,yes,no,no,yes,yes,no,"tcp/443,80"
"stocktwits-posting",collaboration,"social-networking","browser-based",2,no,no,no,yes,no,no,yes,yes,no,"tcp/443,80"
"storage.to","general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,no,yes,no,"tcp/80"
stp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"stratum-mining-protocol","general-internet","internet-utility","network-protocol",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
streamaudio,media,"audio-streaming","browser-based",3,no,yes,no,no,yes,no,no,no,no,"tcp/dynamic"
streambox,media,"photo-video","client-server",2,no,yes,no,yes,no,no,no,no,no,"udp/1770,2051,2060"
streampix,media,"photo-video","client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/80"
streetchat,collaboration,"social-networking","client-server",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80,443"
strongvpn,networking,"encrypted-tunnel","client-server",1,yes,no,no,no,no,no,no,no,no,"tcp/80,443|udp/4672"
studivz,collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
stumbleupon,collaboration,"social-networking","browser-based",5,yes,no,yes,yes,yes,yes,no,yes,no,"tcp/80,443"
stun,networking,infrastructure,"network-protocol",2,yes,no,no,no,no,yes,no,yes,no,"udp/3478"
subspace,media,gaming,"client-server",3,yes,yes,no,no,yes,no,no,yes,no,"udp/dynamic"
"subversion-base","business-systems","general-business","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/3690|tcp/443|tcp/80|udp/3690"
"subversion-uploading","business-systems","general-business","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/3690|tcp/443|tcp/80"
successfactors,"business-systems","general-business","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/443,80"
"sugar-crm","business-systems","erp-crm","browser-based",2,no,no,no,yes,no,yes,no,no,yes,"tcp/80,443"
sugarsync,"general-internet","file-sharing","client-server",4,yes,yes,no,yes,yes,no,no,no,yes,"tcp/80,443"
"sumo-logic","business-systems",management,"browser-based",3,no,yes,no,yes,yes,no,no,no,yes,"tcp/443"
"sun-nd",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
supremo,networking,"remote-access","client-server",2,yes,no,no,yes,no,no,no,no,no,"tcp/443"
suresome,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,yes,no,"tcp/80,443"
surrogafier,networking,proxy,"browser-based",4,yes,no,no,yes,no,yes,yes,yes,no,"tcp/80"
svtplay,media,"photo-video","browser-based",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80"
swapper,collaboration,"instant-messaging","browser-based",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/80"
swiftmq,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/4001,4002"
swipe,networking,"encrypted-tunnel","client-server",2,no,no,no,yes,no,yes,no,no,no,
"swyx-cds","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/9089,9091-9094"
sybase,"business-systems",database,"client-server",3,no,yes,no,no,yes,yes,no,yes,no,"tcp/1498|tcp/2439|tcp/2638|tcp/5000"
"symantec-av-update","business-systems","software-update","client-server",3,yes,no,no,no,yes,no,no,yes,no,"tcp/21,80,2847,2849,2967,2968,38292|udp/2967,2968,38037,38293"
"symantec-endpoint-manager","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,9090,8443,8445,8014|udp/39999"
"symantec-syst-center","business-systems",management,"client-server",1,no,no,no,no,no,no,yes,no,no,"tcp/2967|udp/2967"
syncplicity,"general-internet","file-sharing","client-server",3,no,yes,no,yes,yes,no,no,no,yes,"tcp/443"
synergy,networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/24800"
"synology-cloudstation","business-systems","storage-backup","client-server",4,yes,no,yes,yes,yes,no,no,no,no,"tcp/dynamic|udp/dynamic"
"synology-dsm","business-systems",management,"browser-based",4,no,no,yes,yes,yes,no,no,no,no,"tcp/5000,5001"
syslog,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/1468,1514|udp/514,1514"
"evalesco-sysorb",networking,infrastructure,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/3241,80"
"t.120",networking,infrastructure,"network-protocol",3,no,yes,no,yes,yes,yes,no,no,no,"tcp/1503,3389"
"t.38",networking,infrastructure,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/6004|udp/6004"
tableau,"general-internet","internet-utility","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443"
"tableau-public","general-internet","internet-utility","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
tacacs,"business-systems","auth-service","client-server",1,no,no,no,no,no,no,yes,yes,no,"tcp/49"
"tacacs-plus","business-systems","auth-service","client-server",1,no,no,no,no,no,no,yes,yes,no,"tcp/49"
tagoo,media,"audio-streaming","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/dynamic"
"taku-file-bin","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/443|tcp/80"
"tales-runner",media,gaming,"client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,9150,9110,9153|udp/dynamic"
talkbox,collaboration,"instant-messaging","client-server",1,no,no,no,yes,no,no,no,no,yes,"tcp/dynamic"
tango,collaboration,"voip-video","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443|udp/1818,3478,51000,51002"
tanium,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/17472,8080,8081"
tcf,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"tcp-over-dns",networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,no,yes,yes,no,no,"udp/53"
teachertube,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80"
teamcenter,"business-systems",management,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/dynamic"
"teamdrive-base","general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/80,443,37655"
"teamdrive-uploading","general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/80,443,37655"
teamsound,collaboration,"voip-video","peer-to-peer",1,no,yes,no,no,no,no,no,yes,no,"tcp/40000,40001|udp/40000,40001,40002,40003,40004"
teamspeak,collaboration,"voip-video","peer-to-peer",1,no,yes,no,no,no,no,no,yes,no,"tcp/8765,443,80,10011,30033,41144|udp/dynamic"
"teamviewer-base",networking,"remote-access","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/80,443,5938|udp/dynamic"
"teamviewer-remote-control",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,5938|udp/dynamic"
"teamviewer-sharing",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443,5938|udp/dynamic"
techinline,networking,"remote-access","browser-based",4,yes,yes,no,no,yes,yes,yes,yes,yes,"tcp/443|tcp/80"
telegram,collaboration,"instant-messaging","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
"telenet-webmail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,443"
telex,networking,proxy,"client-server",2,yes,no,no,no,no,yes,no,no,no,"tcp/443"
telnet,networking,"remote-access","client-server",2,no,no,no,no,yes,no,yes,yes,no,"tcp/23"
"temenos-t24","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/23"
"tenable-nessus","general-internet","internet-utility","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443,8834"
"tenable-security-center","general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/443"
teredo,networking,routing,"network-protocol",1,no,no,no,no,no,yes,no,no,no,"udp/3544"
terraria,media,gaming,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/7777"
tesla,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,no,no,"tcp/3125|udp/3125"
"tesla-car-app","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443,4567,7654,9200,4035,18080"
tftp,"general-internet","file-sharing","client-server",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/69|udp/69"
thecircle,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/123|udp/123"
thinkfree,"business-systems","office-programs","browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80"
threema,collaboration,"instant-messaging","client-server",3,yes,no,no,yes,no,no,yes,yes,no,"tcp/443,5222"
"thwapr-base",media,"photo-video","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,60000-60010"
"thwapr-sharing",media,"photo-video","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80"
"thwapr-uploading",media,"photo-video","client-server",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80"
tibbr,collaboration,"social-business","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/443"
tidaltv,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/1935|tcp/80"
tigertext,collaboration,"social-business","client-server",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443|tcp/5222"
"tikiwiki-editing",collaboration,"web-posting","browser-based","[u'2', u'2']",no,no,no,yes,no,no,yes,no,no,"tcp/80"
timbuktu,collaboration,"internet-conferencing","client-server",4,yes,yes,no,yes,yes,yes,no,yes,no,"tcp/407|udp/407"
time,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/37|udp/37"
tinder,collaboration,"social-networking","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443,8883"
tinyvpn,networking,"encrypted-tunnel","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/dynamic"
"tiscali-mail",collaboration,email,"browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80"
"tistory-blog-posting",collaboration,"web-posting","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80"
titanize,"general-internet","file-sharing","browser-based",3,yes,yes,no,yes,no,no,yes,no,no,"tcp/80"
"tivoli-network-monitoring","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1918"
tlsp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
tokbox,collaboration,"voip-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,yes,"tcp/80"
tonghuashun,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443|tcp/80|tcp/8601"
tor,networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/dynamic"
tor2web,networking,proxy,"browser-based",4,yes,no,yes,yes,no,no,yes,no,no,"tcp/443"
"torch-browser-base","general-internet","internet-utility","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80,443"
"torch-browser-games",media,gaming,"browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"torch-browser-music",media,"audio-streaming","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"toshiba-tec-pcl","business-systems",management,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/9100"
totodisk,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic"
totoexpress,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/443"
touchdown,collaboration,email,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443"
"tp-plus-plus",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
traceroute,"general-internet","internet-utility","network-protocol",2,no,no,no,no,yes,no,yes,yes,no,"icmp/dynamic|udp/33434-33534"
"track-it","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/3133"
tradestation,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/11000|tcp/11001,11010,11020"
transferbigfiles,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,no,yes,yes,"tcp/443|tcp/80"
trendmicro,"business-systems","software-update","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"trendmicro-earthagent","business-systems","software-update","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/5005"
"trendmicro-officescan","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/8080,4343,38275"
"trendmicro-safesync","business-systems","storage-backup","client-server",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/443"
trillian,collaboration,"instant-messaging","client-server",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/3158|tcp/dynamic|udp/dynamic"
trinoo,"general-internet","internet-utility","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/27665|udp/27444,31335"
trippy,collaboration,"social-networking","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
trueshare,"general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,yes,yes,yes,"tcp/443"
"trunk-1",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"trunk-2",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
tsp,networking,infrastructure,"network-protocol",1,no,no,no,no,no,no,no,no,no,"udp/3653"
tsunami,"general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,no,no,"tcp/46224|udp/46224"
ttp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
tubes,"general-internet","file-sharing","peer-to-peer",4,yes,yes,yes,yes,no,no,yes,no,no,"tcp/80,443"
tudou,media,"photo-video","browser-based",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/80"
"tudou-speedup",media,"photo-video","peer-to-peer",4,no,yes,no,yes,yes,no,yes,yes,no,"tcp/80,8000,10778|udp/dynamic"
tuenti,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"tumblr-base",collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"tumblr-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
tunein,media,"audio-streaming","client-server",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80,443"
tunnelbear,networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,no,yes,yes,yes,no,"tcp/80,443"
turboshare,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
turboupload,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,no,no,no,"tcp/80"
tv4play,media,"photo-video","browser-based",2,yes,yes,no,no,no,no,no,yes,no,"tcp/1935|tcp/443|tcp/80"
tvants,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
"tvb-video",media,"photo-video","browser-based",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,1935"
tvtonic,media,"audio-streaming","client-server",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
tvu,media,"photo-video","client-server",3,yes,yes,no,no,no,no,yes,yes,no,"tcp/dynamic"
twig,collaboration,email,"client-server","[u'4', u'4']",no,no,yes,yes,yes,no,no,no,no,"tcp/80"
twilio,collaboration,"voip-video","client-server",2,no,yes,no,no,yes,no,no,yes,yes,"tcp/80,443,1935"
twitch,media,"photo-video","browser-based",4,no,yes,yes,no,yes,no,yes,yes,no,"tcp/80,443,1935"
twitpic,collaboration,"instant-messaging","browser-based",3,yes,no,no,yes,no,no,no,yes,no,"tcp/80,443"
"twitter-base",collaboration,"social-networking","browser-based",2,no,no,yes,no,no,no,no,yes,no,"tcp/80,443"
"twitter-posting",collaboration,"social-networking","browser-based",4,yes,no,yes,no,yes,no,no,yes,no,"tcp/80,443"
twtkr,collaboration,"social-networking","browser-based",3,no,no,yes,no,yes,no,no,yes,no,"tcp/80"
txp,networking,"remote-access","network-protocol",4,no,no,yes,yes,yes,no,no,no,no,"tcp/5500"
uberconference,collaboration,"internet-conferencing","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
"ubuntu-one","general-internet","file-sharing","client-server",3,yes,no,no,yes,no,no,no,yes,no,"tcp/80,443"
udplite,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ultrahook,"general-internet","internet-utility","client-server",3,yes,no,no,yes,no,no,yes,yes,no,"tcp/80"
ultrasurf,networking,proxy,"client-server",4,yes,no,no,yes,no,yes,yes,yes,no,"tcp/dynamic|udp/dynamic"
"unassigned-ip-prot",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
uniflow,"general-internet","internet-utility","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/9007|udp/47545"
"union-procedure-call","general-internet","internet-utility","client-server",2,yes,no,no,no,yes,no,no,no,no,"tcp/80"
unistim,collaboration,"voip-video","client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/5000,5100"
unitrends,"business-systems","storage-backup","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/1743-1749"
"unknown-p2p","general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"udp/dynamic"
"unknown-tcp",unknown,,,1,no,no,no,no,no,yes,no,no,no,
"unknown-udp",unknown,,,1,no,no,no,no,no,no,no,no,no,
unreal,media,gaming,"client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/80|udp/dynamic"
unyte,networking,"remote-access","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/443"
uploading,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80"
